Wall time,Step,Value
1747487928.9986925,1,0.0
1747488085.0435047,2,0.0
1747488232.590292,3,4.669684130931273e-05
1747488394.3735342,4,0.0006477450369857252
1747488524.4559364,5,0.0007780232699587941
1747488681.6414285,6,0.0008105330634862185
1747488846.0757663,7,0.0008356871549040079
1747489006.8390148,8,0.000742001342587173
1747489161.6095397,9,0.0007354588015004992
1747489322.3699877,10,0.0008271178812719882
1747489484.5979602,11,0.0008494099020026624
1747489644.031812,12,0.0008564155432395637
1747489806.4708002,13,0.0007415332947857678
1747489970.105663,14,0.0009210329735651612
1747490127.7548869,15,0.0008496539667248726
1747490287.1744618,16,0.0008667154470458627
1747490450.5331457,17,0.000857566308695823
1747496571.2644477,1,0.0
1747496666.3984318,2,0.0
1747496761.2623055,3,0.0008241534815169871
1747496854.9556468,4,0.0007770245429128408
1747496941.7171273,5,0.0008135763346217573
1747497036.239043,6,0.0007757209823466837
1747497130.4708421,7,0.0009240355575457215
1747497223.5273118,8,0.0007480113999918103
1747497317.720216,9,0.0008494818466715515
1747497409.6799273,10,0.0009039021679200232
1747497502.8365881,11,0.0008791825384832919
1747497595.9294305,12,0.0008133415831252933
1747497688.8860145,13,0.0008166985935531557
1747497781.1064973,14,0.0008251582621596754
1747497875.1663792,15,0.0007623498677276075
1747497966.5706506,16,0.0008178924326784909
1747498060.0594678,17,0.0008605671464465559
1747498153.801563,18,0.0007893936126492918
1747498247.644643,19,0.0007459720363840461
1747498340.7306917,20,0.0008311413694173098
1747498435.4730642,21,0.0008267239900305867
1747498529.1423898,22,0.0008059840183705091
1747498621.7393618,23,0.0008121262071654201
1747498716.5250669,24,0.0008462253026664257
1747498809.372257,25,0.0008616598788648844
1747498901.9584973,26,0.0008825731347315013
1747498995.8227375,27,0.0008381823427043855
1747499081.1308584,28,0.0008378401398658752
1747499173.788288,29,0.0008069651667028666
1747511751.406559,1,2.823495626449585
1747511846.7566824,2,2.0472230911254883
1747511940.7830343,3,2.0909273624420166
1747512034.8475757,4,3.135294198989868
1747512129.104943,5,1.9825775623321533
1747514206.70846,1,0.437612920999527
1747514300.8795846,2,0.24365413188934326
1747514389.5078573,3,0.2933019995689392
1747514476.9416146,4,0.3154674768447876
1747514559.107949,5,0.4012506604194641
1747514645.9174488,6,0.2351958453655243
1747514733.4059052,7,0.16394630074501038
1747514824.615587,8,0.2297520637512207
1747514914.8189156,9,0.3534224331378937
1747515000.8299406,10,0.19750156998634338
1747515094.8820808,11,0.3289109468460083
1747515186.1968038,12,0.7347453832626343
1747515280.1681602,13,0.4734635651111603
1747515367.302776,14,0.19480597972869873
1747515458.1279905,15,0.2404654324054718
1747515551.718597,16,0.21520300209522247
1747515644.6400175,17,0.32447636127471924
1747515729.4050274,18,0.2569393217563629
1747515820.950416,19,0.265387624502182
1747515911.2872343,20,0.3170849680900574
1747516000.0187943,21,0.2750833034515381
1747516088.1258075,22,0.336690753698349
1747516177.7699153,23,0.1523616760969162
1747516272.9601674,24,0.3319445848464966
1747516368.0008924,25,0.20259231328964233
1747516462.1472042,26,0.2504395842552185
1747516554.8127675,27,0.2689230144023895
1747516645.7951834,28,0.3675212264060974
1747516727.565635,29,0.2597343623638153
1747516819.5643163,30,0.5006755590438843
1747516914.3513355,31,0.37483200430870056
1747517006.2792044,32,0.3656145930290222
1747517099.3615801,33,0.3814746141433716
1747517184.3205585,34,0.22496861219406128
1747517389.9882433,1,0.0
1747517483.854426,2,0.0
1747517572.2265563,3,0.0008212474058382213
1747517665.488241,4,0.0007943027303554118
1747522464.524335,1,0.0
1747522559.3796515,2,0.0
1747522654.7004435,3,0.0008147761691361666
1747522749.342996,4,0.0007964536780491471
1747522842.672152,5,0.000809964956715703
1747522937.4025335,6,0.00082590983947739
1747523032.2056634,7,0.0008382801897823811
1747526072.873899,1,0.0
1747526493.6980205,1,0.0
1747527719.42959,1,0.0
1747527804.3833823,2,0.0
1747527867.4568205,3,0.0007461589993909001
1747527941.5510688,4,0.0007402496412396431
1747528027.588453,5,0.0007358007715083659
1747528100.4089525,6,0.000706723309122026
1747528187.3272984,7,0.0008476217626594007
1747528257.7199788,8,0.0007425451185554266
1747528327.3863745,9,0.0007862186757847667
1747528397.9855812,10,0.0008253197884187102
1747528478.3707979,11,0.0008458305383101106
1747528550.4325278,12,0.0007502490188926458
1747528616.593892,13,0.0008317641913890839
1747528695.17398,14,0.0007590781897306442
1747528780.5701573,15,0.0007637122762389481
1747528850.1593776,16,0.0007902802899479866
1747528917.345487,17,0.0007592226029373705
1747528997.7706883,18,0.0007424743380397558
1747529068.9662554,19,0.00085486751049757
1747529152.107144,20,0.0008684718050062656
1747529232.7219603,21,0.0007941205403767526
1747529300.5889535,22,0.0008894583443179727
1747529371.786272,23,0.0007683462463319302
1747529465.7178917,1,0.007117146626114845
1747529546.0248425,2,0.0007679678965359926
1747529615.3964252,3,0.0007477068575099111
1747529695.6003022,4,0.0007165191927924752
1747529780.9848804,5,0.0008623958565294743
1747529863.5928273,6,0.0007900100317783654
1747529937.2877367,7,0.0007696815300732851
1747530003.954569,8,0.0007398215821012855
1747530074.4605026,9,0.0007008053362369537
1747530154.1552806,10,0.0008319946355186403
1747530240.1710844,11,0.0008042836561799049
1747530330.4365559,12,0.0007945473771542311
1747530422.3223622,13,0.0007075697649270296
1747530499.9722297,14,0.0008873178740032017
1747530575.31564,15,0.0007615127833560109
1747530657.7550657,16,0.0008117940742522478
1747530729.671682,17,0.0008156147669069469
1747530805.1069787,18,0.0007945591351017356
1747530897.617109,19,0.0007087858975864947
1747530970.5053346,20,0.0007299307617358863
1747531045.8248756,21,0.0008359794737771153
1747531117.4779563,22,0.0007777006248943508
1747531190.1824136,23,0.0007333309622481465
1747531263.3722079,24,0.000710057676769793
1747531339.6379294,25,0.0007736400002613664
1747531426.1455524,26,0.0007197502418421209
1747531501.8746622,27,0.0007684934535063803
1747531574.4125004,28,0.0008365000830963254
1747531647.0111122,29,0.0007705378229729831
1747531724.5415409,30,0.0008165256585925817
1747531793.933602,31,0.0008212199900299311
1747531862.3546302,32,0.0008100571576505899
1747531940.0449708,33,0.0007649792823940516
1747532026.2600777,34,0.0007984341355040669
1747532106.900656,35,0.0008229444501921535
1747532176.8436348,36,0.0007738182321190834
1747532257.402168,37,0.0007954768952913582
1747532338.6203697,38,0.0007618152885697782
1747532415.1532307,39,0.000765590462833643
1747532489.5937097,40,0.0008590330835431814
1747532562.7133076,41,0.0007500615320168436
1747532635.6211667,42,0.0007769173244014382
1747532714.4991016,43,0.0007626898004673421
1747532782.0072222,44,0.0007476216997019947
1747532862.1267235,45,0.0007700328715145588
1747532946.1934674,46,0.0008236495777964592
1747533015.180128,47,0.0008046863949857652
1747533086.7646515,48,0.000732223445083946
1747533154.1357088,49,0.0006546283257193863
1747533231.3334465,50,0.000725902384147048
1747533301.923071,51,0.0008663400076329708
1747533380.7217686,52,0.0008443627739325166
1747533450.1638613,53,0.0008873589104041457
1747533523.227928,54,0.0008469601743854582
1747533590.322142,55,0.000739817856810987
1747533660.6657128,56,0.0007423458155244589
1747533741.4055302,57,0.0007380769238807261
1747533800.5027575,58,0.0008043284178711474
1747533875.4081032,59,0.0009623763035051525
1747533956.013174,60,0.0007820926839485765
1747534022.627869,61,0.000774061307311058
1747534094.4888966,62,0.000698764924891293
1747534172.5179415,63,0.0010862851049751043
1747534261.2961032,64,0.0007290842477232218
1747534336.5196307,65,0.0009255053009837866
1747534414.377829,66,0.0007761592278257012
1747534481.543487,67,0.000904661079403013
1747534563.6641662,68,0.0007171736215241253
1747534633.419452,69,0.0009159863693639636
1747534716.1994958,70,0.0007908099796622992
1747534797.4879575,71,0.0008456882787868381
1747534877.0359871,72,0.000882311025634408
1747534949.870532,73,0.0008723153732717037
1747535018.7472706,74,0.0007996817585080862
1747535101.695932,75,0.0007698783301748335
1747535180.314851,76,0.0008325250237248838
1747535257.3803122,77,0.0008580672438256443
1747535339.5046792,78,0.0009558185702189803
1747535407.9928484,79,0.001085460651665926
1747535484.6837466,80,0.00100842141546309
1747535560.8575757,81,0.0009207106195390224
1747535637.5223353,82,0.0010295980609953403
1747535704.07115,83,0.001068605575710535
1747535768.0526347,84,0.0009660361683927476
1747535849.415294,85,0.0009698820067569613
1747535922.6356063,86,0.0014008788857609034
1747535993.3074453,87,0.0010399793973192573
1747536065.653263,88,0.001074517029337585
1747536149.1298363,89,0.0012271164450794458
1747536226.3227983,90,0.0013948213309049606
1747536300.5920484,91,0.0014341284986585379
1747536380.637499,92,0.0019392836838960648
1747536460.4224536,93,0.004886900074779987
1747536531.195695,94,0.0014458682853728533
1747536596.5008256,95,0.001425615744665265
1747536660.1101973,96,0.0012529253726825118
1747536726.9773438,97,0.0012294934131205082
1747536809.4647899,98,0.0012761554680764675
1747536902.9572232,99,0.0016854668501764536
1747536964.2689888,100,0.0014013644540682435
1747537042.344212,101,0.0012874434469267726
1747537109.5039883,102,0.001798028708435595
1747537193.8264577,103,0.0013070374261587858
1747537262.6894765,104,0.0021688281558454037
1747537338.4648385,105,0.0015817147213965654
1747537424.637927,106,0.0019483926007524133
1747537492.3521554,107,0.0016814750852063298
1747537574.6078503,108,0.0016194606432691216
1747537657.4831274,109,0.0017564998706802726
1747537731.71545,110,0.0014348780969157815
1747537803.0456717,111,0.001601560041308403
1747537875.4136257,112,0.001271096640266478
1747537940.880071,113,0.0018401275156065822
1747538027.282824,114,0.0015563382767140865
1747538093.7339013,115,0.0016632943879812956
1747538165.8397734,116,0.001985994866117835
1747538250.3846083,117,0.002217513509094715
1747538335.377166,118,0.0024937062989920378
